intersection_id,hour_of_day,day_of_week,traffic_density,avg_speed,queue_length,waiting_time,pedestrian_count,emergency_vehicle,weather_condition,road_type,lane_count,green_time,red_time,yellow_time
95,8,3,0.48138125890425376,45.25924193196352,88,6.798938175575721,63,0,0,1,3,85.2271038488063,100.87843405441689,4.68721951195694
48,8,2,0.29710614344220515,21.741482437441782,34,274.5616606584418,18,0,3,1,5,95.47741529011725,111.58920466104638,8.353747077070643
15,19,0,0.16491065857771994,50.48801676760858,89,281.38169324222446,20,0,3,2,3,16.91420676389169,94.51470415694506,7.3490605485500025
190,19,5,0.3476205746060862,21.82124543793871,59,17.14253639092118,83,0,2,2,3,37.97017194962265,19.930164020322103,7.693357115317986
40,13,4,0.8766321511505799,11.888787025696615,71,100.61824727917664,88,0,2,2,2,48.16798451189761,112.9700701682245,7.044668045069592
82,22,3,0.9973893230277746,25.890412447984673,32,169.18365119693226,92,0,0,1,3,84.65030273801123,38.005152851602546,9.384937673550036
111,18,0,0.48076219120319086,30.40798771869324,81,160.56017167377934,128,0,0,1,1,95.22876905579209,38.86304450421039,9.302172006602
53,9,0,0.5211833035992876,22.639993625968465,47,296.0633073540131,19,1,1,3,3,74.47514101798849,37.83121742587852,7.77144652797855
24,2,1,0.4534368110528747,36.58703709177838,37,36.17739632049913,132,1,1,1,3,56.704955006531364,113.95011913611935,6.2146909496305405
154,19,4,0.5958305684350731,33.410028758190435,10,23.50288899249007,111,1,1,2,3,71.68337808812801,31.663414848746644,6.880212037169719
188,21,2,0.5302150283483179,59.8918336129924,57,169.21782803877156,166,0,3,1,5,37.63471496047425,102.01502696917098,6.214472427144582
124,16,3,0.7155866289747024,55.39378000243754,52,226.6470316351376,80,1,1,3,5,38.99709364204881,80.66087887858828,9.866442422668552
41,2,5,0.347206286277467,53.80447316816613,79,199.45635222885733,81,0,2,2,2,50.912366451051895,91.1269859980477,9.65637042441243
157,11,6,0.4626936833883645,14.071240413104505,74,150.32918190758133,18,1,2,2,4,113.59523574605245,118.41851360063121,9.385429887446179
15,14,4,0.4623346989634458,25.800808879957746,30,254.8292550303523,171,1,3,3,5,50.18748879306452,69.03865614662212,4.683960552560616
45,4,0,0.38681320717995804,30.93397302737312,81,155.64189390001536,186,0,3,3,3,28.94776644279165,103.79291335507598,6.546900354941778
65,14,6,0.8184101262538993,44.66577281258624,94,20.44223482625386,198,0,2,2,2,39.27340447485454,12.220324062152867,7.63047399369101
89,19,6,0.5862441490884445,57.7346673877585,11,123.31814859350646,134,0,0,1,1,35.589425519687545,21.36362563988718,5.42766996392511
71,23,4,0.6039937099336485,53.94583283669962,17,268.3686716680867,62,0,1,2,1,113.40536690173963,74.12059667762075,9.990585608543118
9,15,1,0.31703886428198247,31.78181900248022,34,276.10575952028756,93,1,2,2,3,92.40712308903763,45.69559776354746,8.31097164948141
88,8,1,0.4815690589737107,10.489184785259672,51,257.7353663937098,164,1,1,2,4,64.28731688571553,45.74686125838111,6.005532727594181
129,7,0,0.41018618499881376,44.81023992643223,8,81.92975157987243,62,1,3,2,5,17.214689809086785,60.52884805757376,9.886018856522313
136,10,0,0.9169583905941544,48.904300047069604,57,142.33106883511041,113,1,2,1,3,24.35105824926077,69.55853010758503,3.9371914458233666
63,8,2,0.1340415988251374,55.088551928388426,41,144.43694605109224,179,0,3,3,5,118.28761024904844,41.636558710121626,8.647126650834187
139,15,3,0.25752947399897075,13.194353844756703,78,282.8163704127727,179,0,2,2,4,92.48879516608002,21.50152463355188,6.1160514348523005
81,13,3,0.6944867528638445,49.061406862816575,85,109.00307935626864,29,0,1,3,3,64.03982250185916,18.38754229823813,5.205173770765588
136,14,6,0.6444951869772753,23.818199869039795,69,73.53946649379156,188,1,0,2,5,108.90276006856672,79.08645340667229,6.3211151021203795
163,13,4,0.7432435030570065,54.93418401348859,68,81.52189766612548,21,1,1,3,3,63.61300920239291,67.65688252887759,3.8840037703714554
163,23,3,0.1408803149748829,37.296397931386736,37,240.19121104139836,160,1,2,2,4,32.245625881687104,97.43237042272865,7.089032241358151
33,9,0,0.8943039696098264,21.983910942522492,70,28.06505391710494,100,1,2,3,4,50.07895552708075,64.32850532033153,5.079085212777287
123,12,4,0.9378729828265037,58.04987912213673,60,12.251073114035556,130,0,1,3,1,97.31904473543209,52.978283356712865,9.804050835805018
5,0,3,0.803655160932303,58.87466776450339,33,114.84963076071132,98,1,0,2,4,89.94047551243916,101.13184766869426,8.125925304201516
41,22,2,0.25728473900280857,56.24804679091918,21,72.06676861370453,43,0,1,1,4,84.94100875955151,62.49761250008889,3.9480474354804764
28,8,0,0.8099894742090502,34.98378957581216,5,220.13185752000186,45,0,2,1,1,107.74062775491981,84.16036569115117,4.7081635935946275
135,16,0,0.3849041699073128,14.007560919855818,68,38.43333612310098,74,1,1,1,3,82.31367844212475,117.99149693250472,4.408693178406752
72,16,3,0.23682415769838994,44.43990548617186,36,55.52017432064198,118,0,2,1,2,100.22681194363054,75.9088515442168,8.05735278201638
12,9,2,0.17295731098336492,54.25092341004164,79,123.91300123630283,129,0,3,2,5,116.40972634215146,10.504099595209366,7.0604841252592845
162,12,6,0.14244143165892667,48.213313613852044,70,14.085068910645793,78,0,0,2,5,117.05848172363349,30.075237483754403,8.466383412745841
33,17,5,0.8580979937551225,42.64986642648119,39,270.297049583851,166,1,2,1,4,78.25439374670667,42.37071248653462,3.3830538083777704
48,12,2,0.858773456254726,38.51767242433714,23,209.83455454733289,84,0,3,3,1,24.39141004786746,39.02847724484283,8.772723260110606
151,20,5,0.129826638258148,57.88266190949681,33,196.2274548330243,79,0,3,3,1,64.84778008188408,92.75442247839486,4.536916223898736
62,23,1,0.7440659312537578,58.79139775968545,52,29.777359032677158,75,0,2,3,1,69.30016929716139,26.990394482873132,4.04327690412976
37,12,0,0.3286938083640649,42.31149432141569,10,79.85632213640167,20,1,1,2,3,118.04305173184413,86.42200277723282,5.561705795167471
99,23,0,0.30046556113396206,23.35411490209308,61,229.24958241982262,149,0,3,1,3,95.69302743571612,26.416013627718574,5.653279904334557
172,9,3,0.6058058263927055,31.62163925320127,14,181.1271059992704,194,0,1,1,5,65.55677887455123,27.312677627712546,3.983491748536614
104,19,3,0.5121116903022382,19.70796233276979,61,205.2313674972201,107,0,1,3,5,101.147338079744,87.93074369416505,9.769538194885437
35,6,2,0.27024825877673886,20.415341566708207,10,131.1387461721249,45,0,2,3,4,79.29224013729929,54.372465129707564,9.60642566933738
193,6,0,0.10510790929058582,20.583786463815088,68,218.48915498084605,87,1,2,1,2,102.2718400841264,63.21123446367056,3.1922890475302546
101,8,3,0.39027210741905227,10.416643649049742,15,68.59644277959737,159,1,1,3,4,44.650429750168435,13.87590335098896,4.764589211188655
175,15,2,0.46488656517643445,10.18700942938828,89,5.426660988005063,42,1,1,1,2,112.0127154689461,89.6363816106667,5.999185983023695
131,14,0,0.5276986645772115,50.07008306688531,13,86.3426792226532,26,0,3,2,4,38.887059741335776,68.54202240636245,4.152013231010507
1,2,5,0.4673856565829375,33.0341483914432,4,297.0070428765915,40,1,0,2,1,96.99408408662428,23.404071920939586,6.604700429508128
5,12,1,0.44234211336608587,11.480395753835179,94,235.3282799314584,158,1,1,3,3,24.240399026105564,92.25112039868414,8.204209120101567
142,10,0,0.9669732348067097,51.51062131437245,30,135.7393610609458,98,0,3,1,2,113.4254840693834,35.85801555980461,4.490736087010362
103,7,6,0.9279460935249638,32.96660412535404,47,172.62413300241673,14,0,0,2,3,57.753670872677006,29.00048951863953,6.690312492418948
27,20,1,0.45208851597759714,29.31389902315013,29,209.95920821146788,152,1,0,1,5,48.989979795325915,44.29141279434751,9.98268335557599
137,20,0,0.9472536306432241,11.435826303981319,38,141.26915118449944,193,0,0,1,5,74.53849535321194,112.87316634857376,7.320535250922539
15,23,2,0.17840893503063848,27.58103417438386,19,296.64584540260745,182,1,0,1,5,38.43710936652661,28.963061528586238,5.352692752316442
90,5,0,0.11145407438318042,10.793675764973367,21,106.29542478483705,91,1,3,3,3,19.732681381838646,14.259968512968685,6.841322150241048
42,9,3,0.3977500921755798,17.173929847388937,57,99.98353435574752,138,1,3,1,4,49.044370362195686,28.165430549460023,5.282567573851139
124,16,2,0.2667510345354652,35.19194345573698,78,127.12114818923513,145,1,0,2,3,94.9977326816835,108.89462689982167,8.208039766056853
179,19,6,0.7339826029645656,31.380022540960823,99,151.33412464374794,106,0,0,1,1,75.02573545961357,12.69518936800194,3.4290730156939166
63,8,1,0.6636391390731082,13.463212694216955,74,167.61365179458687,141,1,3,1,3,115.8144524012117,68.58525771535002,5.214488862733388
96,20,0,0.9770304478813253,12.056227204874066,2,294.18485263692577,35,1,3,1,1,42.39741128639679,60.58795490655352,8.384049913230655
52,13,5,0.7785073189188986,42.31511576043966,43,282.8623969377585,170,1,3,1,5,93.11750385268758,87.40620272774484,3.331922074445467
96,19,1,0.4552747536707704,19.31760527008892,27,173.88770803731455,11,0,0,1,1,45.54476139665483,69.9442544300584,8.710401852256169
132,12,3,0.34195033771695194,56.75394905300402,54,189.76308427129092,8,1,2,2,1,79.55696227399696,39.890530248637404,6.375080822418516
151,0,5,0.14907306705799492,38.99002762655546,55,85.41865317942478,100,0,1,3,2,80.31406123133061,21.49183982747215,7.004341634506582
143,23,2,0.33780134089054936,17.38964759223584,18,92.61963189164541,177,0,3,2,5,27.811223385419957,71.56122144399154,6.253390074044878
171,18,1,0.26408560342540277,46.89141569315525,45,217.0895576657952,170,0,0,2,3,43.62231140336267,24.870865326486822,3.406133142504221
29,8,5,0.8551771966358359,48.86355064007521,74,186.2257802025082,152,1,1,1,5,84.23477571477535,110.2805727698014,3.7462889814106006
36,16,4,0.3932702686041818,41.12316534545312,23,66.50440183765659,187,1,0,1,2,110.09167363854232,64.13098951115555,6.3141327333523165
13,14,5,0.7153249155907134,46.09079433471229,15,156.7929907809466,8,0,1,3,4,107.2109996356538,37.288145008034,9.92527954443194
160,19,0,0.6831079765185553,57.63277612722069,34,89.15774723111102,197,1,0,2,5,82.02412278108628,88.12224147806853,7.455155340831739
71,4,1,0.1534047654670531,19.708580344339907,30,217.069982097913,114,1,2,2,2,113.11981721119969,109.13304517565076,7.175661166930941
187,3,6,0.1203121242180837,49.87077571354508,82,133.76184465507956,11,0,0,1,1,85.68248336231466,11.717248019023266,3.237969739555382
86,3,6,0.5005482490916112,30.831310351728792,40,276.21339646394233,170,0,0,1,3,117.23115785700043,34.558270265030686,9.23220449261609
28,14,4,0.9332251243312291,32.35783981591476,4,240.1426871302777,50,0,2,3,5,68.64605876983728,66.68204266819487,6.818517162900121
66,4,4,0.6753516035755652,41.21908911636155,75,157.1066938034084,188,0,1,3,1,20.221885769489987,90.67381379408178,4.652003803314166
170,16,3,0.8711970910310525,30.68109072013206,96,142.01955418789225,9,0,1,3,2,116.91507209927715,11.730693093408181,6.5420530342038985
45,6,1,0.13958041939785606,12.47543190420702,10,268.24600286760824,159,1,2,3,4,50.39502285797366,103.86349611771303,3.45454894288256
62,5,3,0.44051434754465635,14.77329776038507,30,143.53387218991764,167,1,1,3,4,43.637893925221526,78.96167226198202,8.84079777063042
185,14,6,0.15297962203124588,46.987540992190574,65,94.27709128340105,145,1,2,1,3,83.147579594897,109.28942890362369,7.140657151467137
134,19,6,0.4069020053715512,19.714130064880017,57,32.884916874918275,126,1,0,1,5,107.70898220139561,17.925656169796536,3.983881695132763
28,13,0,0.35575962062233146,27.539248083055686,3,73.13038996177988,13,1,0,1,5,90.2778774575556,111.69815641356942,9.269623155638719
28,9,5,0.9293283761528207,16.711380556468498,13,96.19579907349227,89,1,1,1,4,119.83959885914737,105.39595791556732,9.131732908898261
108,5,2,0.836352714014564,33.75690174472853,18,176.49690909033956,38,1,3,1,5,117.76587827717309,90.05397449465357,8.002811595039967
44,9,4,0.8257516737558189,17.40503415179912,24,56.824326971417946,128,1,1,1,1,112.81779629984908,119.01588618137812,6.896659376853375
84,22,1,0.12239872495219672,57.56851613201509,96,149.7734326683805,184,1,0,2,4,15.26870571000789,32.63305607939693,7.680094970616873
30,19,0,0.5570653897688568,58.989521668613236,80,212.0127676756911,189,1,0,1,2,114.33652078003362,75.80764477807989,6.120978342827991
190,8,1,0.18749195197649915,16.933339208547302,47,239.80906385136893,51,0,1,2,5,98.28682937599781,81.02425368534755,9.283920382429745
75,12,6,0.8791209846643117,41.47270789996115,2,25.9824903845017,50,1,3,3,2,15.823268292561135,118.71031943225861,4.73372211677366
128,13,4,0.5069187299582341,53.16304828033208,88,19.96043241845519,34,0,3,2,3,82.12475985134613,59.40302480256683,8.859260174189883
92,0,2,0.1874546780447886,33.15582006097007,68,224.80733685845493,47,1,2,2,5,37.905809065485556,104.40486573831787,4.819242982548135
190,0,0,0.985288264551599,10.728016928213936,92,33.51187842629881,190,0,0,2,3,106.01853953540723,20.63956470944118,8.443713029913205
129,18,4,0.35929215228228195,13.105914839372609,49,284.24239016582027,104,1,1,1,2,68.00733929749529,77.06058643384779,9.536397120322835
121,8,6,0.2797338078218028,42.65759083303682,99,285.0559733007527,71,0,2,2,4,78.2077885550435,10.386907134967359,8.92546898633961
27,4,0,0.6081069059378282,42.88148392760225,0,96.51318657235741,143,1,2,2,4,113.1343646381118,65.87501859777142,9.958051934344041
190,16,5,0.5360253525774901,42.41011207811788,13,101.57782299964661,84,0,0,1,2,66.99382569769332,31.074764445180993,6.796713829716356
121,15,5,0.34703840886161585,36.71456399196454,32,246.61782266342712,151,0,0,1,2,54.086963690839134,76.42762273896174,9.128483438117861
116,11,1,0.7636034974634484,56.97397140642735,80,9.94685480883284,0,0,0,3,5,76.48940278856944,97.87183342375121,7.460017130755244
3,4,4,0.3605332151203764,43.992007727404875,74,246.46803820946892,65,1,0,1,3,95.97266590810148,87.89675012855471,4.203777618764941
103,5,4,0.41054130400234856,10.207872558845356,97,94.62286536421726,188,1,0,2,5,54.19177956483016,55.70323568281753,4.1704437289141865
198,19,4,0.7299671622720363,39.18120828362744,99,51.05588139858133,134,1,3,3,4,76.2313580582066,74.16230713621498,5.425015131128882
155,22,2,0.6142702281337811,45.01855039440912,26,290.2942545722682,16,0,2,3,4,96.66828836326204,74.74316495046743,4.9252387754351545
137,10,4,0.35990312448607686,24.73134166606866,34,89.35418457043143,177,1,2,1,3,29.285477733699626,11.964496374523982,9.16397926265967
62,18,0,0.9304816534174628,47.4944826031364,22,162.26703288688182,81,1,2,3,3,80.84871365545378,64.76313997480133,9.73395860724012
165,20,6,0.7469413771349207,46.48452666681875,86,272.0028407770766,30,0,0,3,3,86.68304792056041,14.465140036433922,4.634344131449204
51,5,4,0.3720041792799553,21.76245619339062,28,183.17376643618135,71,1,0,1,3,21.52054732929988,107.24799085444964,3.385651869223763
172,22,6,0.8763884816493884,59.76527633455425,50,80.42929946444659,14,0,0,2,1,90.11746605612898,119.73416513606054,5.07439731206868
152,9,6,0.38149422251822884,33.392526235598304,24,6.01096725852246,184,0,0,1,4,51.65134609287356,79.19062752162048,4.191973334314532
59,14,2,0.9780840953959684,29.365495268380982,85,21.174487273460674,64,1,1,1,3,90.43311179943105,113.67156772239271,5.837906015190149
118,17,2,0.9172106340697189,24.48952194683742,73,198.82539309264843,50,0,0,3,1,17.946445306506007,68.26638994478178,4.2897278130970165
160,20,6,0.4609378006153203,47.72239070398137,12,79.9588362720469,17,1,1,3,3,52.00380092295384,115.03493239043482,6.216421040974236
96,6,5,0.6967627510521174,13.373157745735366,84,123.87892514315992,75,1,1,3,5,107.95651445748152,25.44490749041131,9.389196498402558
180,22,1,0.5819843783751639,56.60347730524556,35,258.52264711588737,34,1,0,2,2,76.13309215148108,117.89158981802291,4.910835271861
113,2,0,0.835115902739414,28.572709274806233,47,178.84380196956937,163,1,0,2,5,54.977405313987134,13.778767016430045,6.047264404054896
62,23,3,0.8761634961772732,57.347719069240554,18,177.79053557350858,119,0,0,3,3,104.5521877707007,113.57421406715021,5.848820550983185
186,15,0,0.6672642514315015,43.775931803896405,96,265.68510656296957,149,1,3,3,2,32.61698038266154,53.027358785451064,9.773119480522013
52,12,3,0.600027606250279,38.70679036553928,2,108.17466891756597,72,1,2,3,5,16.15305876425684,15.048556490648583,5.77459701939736
12,16,0,0.40545071345847283,53.820706588311836,71,10.054878052143433,80,0,0,3,1,10.902418629419287,18.759379440608598,7.840843935310895
