simulation_run,time_step,time_of_day,traffic_phase,is_peak_hour,cycle_num,density,speed_setting,simulation_mode,arrival_rate_j1_lane1,arrival_rate_j1_lane2,arrival_rate_j1_lane3,arrival_rate_j1_lane4,arrival_rate_j2_lane1,arrival_rate_j2_lane2,arrival_rate_j2_lane3,arrival_rate_j2_lane4,pso_n_particles,pso_n_iterations,pso_inertia_w,pso_cognitive_c1,pso_social_c2,pso_min_green,pso_max_green,pso_best_fitness,pso_improvement_pct,green_time_j1_lane1_pso,green_time_j1_lane2_pso,green_time_j1_lane3_pso,green_time_j1_lane4_pso,green_time_j2_lane1_pso,green_time_j2_lane2_pso,green_time_j2_lane3_pso,green_time_j2_lane4_pso,green_time_j1_lane1_baseline,green_time_j1_lane2_baseline,green_time_j1_lane3_baseline,green_time_j1_lane4_baseline,green_time_j2_lane1_baseline,green_time_j2_lane2_baseline,green_time_j2_lane3_baseline,green_time_j2_lane4_baseline,queue_j1_lane1,queue_j1_lane2,queue_j1_lane3,queue_j1_lane4,queue_j2_lane1,queue_j2_lane2,queue_j2_lane3,queue_j2_lane4,avg_wait_j1_lane1,avg_wait_j1_lane2,avg_wait_j1_lane3,avg_wait_j1_lane4,avg_wait_j2_lane1,avg_wait_j2_lane2,avg_wait_j2_lane3,avg_wait_j2_lane4,avg_waiting_time_pso,avg_waiting_time_baseline,total_vehicles_processed,vehicles_processed_j1,vehicles_processed_j2,throughput_per_step,fuel_wasted_pso_litres,fuel_wasted_baseline_litres,fuel_saved_litres,signal_efficiency_pct,congestion_level,emergency_occurred,emergency_junction,emergency_lane,emergency_duration_steps,active_direction,phase_timer_N,phase_timer_S,phase_timer_E,phase_timer_W,ds_total_rows,ds_total_cols,ds_current_step,ds_density,ds_peak_phase,ds_total_volume
0,21,Early Morning,LOW,0,1,0.1659,10,AI,1.071,0.97,0.895,1.123,0.535,0.485,0.448,0.561,25,35,0.401,1.968,1.005,3,20,1.6056,25.65,10,12,17,19,17,16,14,10,10,10,10,10,10,10,10,10,3,4,1,1,2,1,0,1,1.1538,1.4296,1.7658,1.7206,0.9494,1.3096,1.3702,1.4801,1.3974,1.8796,11,5,6,0.5,0.768,1.033,0.265,92.51,LOW,0,0,0,0,W,2,4,10,7,12000,50,21,0.1659,LOW,4.059
0,22,Early Morning,LOW,0,1,0.2041,10,AI,1.012,1.134,1.244,1.367,0.506,0.567,0.622,0.683,30,20,0.769,1.52,1.427,3,20,1.5406,26.72,18,13,14,19,9,11,13,18,10,10,10,10,10,10,10,10,0,0,0,0,0,1,0,0,1.1325,1.3527,1.5203,1.709,0.903,1.3206,1.1673,1.6675,1.3466,1.8377,11,7,4,0.478,0.74,1.01,0.27,97.12,LOW,0,0,0,0,N,14,8,0,3,12000,50,22,0.2041,LOW,4.757
0,23,Early Morning,LOW,0,1,0.2163,5,AI,1.173,1.344,1.548,1.497,1.387,1.272,1.174,0.949,30,30,0.852,1.989,1.743,3,20,1.5381,27.04,10,13,17,11,17,10,9,13,10,10,10,10,10,10,10,10,0,4,1,1,1,2,2,2,1.4021,1.2957,1.479,1.0899,1.667,0.9319,1.1961,1.7384,1.35,1.8503,9,5,4,0.375,0.608,0.833,0.225,88.16,LOW,0,0,0,0,E,4,9,5,4,12000,50,23,0.2163,LOW,5.562
0,24,Early Morning,LOW,0,1,0.2486,4,Manual,1.23,1.72,1.501,1.734,1.415,1.46,1.151,1.067,25,25,0.574,1.678,1.566,3,20,1.7104,15.41,11,17,17,15,17,17,16,17,10,10,10,10,10,10,10,10,2,1,2,1,0,1,2,0,1.3083,1.6052,1.9331,1.6186,1.1338,1.4706,1.386,1.6019,1.5072,1.7817,17,10,7,0.68,1.282,1.515,0.233,94.25,LOW,0,0,0,0,E,4,3,3,1,12000,50,24,0.2486,LOW,6.185
0,25,Early Morning,LOW,0,1,0.1335,9,Fixed,0.868,0.662,0.827,0.752,0.834,0.631,0.613,0.476,15,40,0.437,1.852,1.99,3,20,1.876,22.04,15,13,15,15,12,9,17,12,10,10,10,10,10,10,10,10,1,0,0,2,2,0,2,0,1.8312,1.9169,1.0782,1.7081,1.7186,1.6716,1.7681,1.5841,1.6596,2.1288,10,5,5,0.385,0.83,1.065,0.235,93.86,LOW,0,0,0,0,E,1,12,2,0,12000,50,25,0.1335,LOW,3.109
0,26,Early Morning,LOW,0,1,0.2025,6,Fixed,1.245,1.201,1.236,1.049,0.623,0.601,0.618,0.524,30,40,0.834,1.777,1.771,3,20,1.6264,13.93,17,16,15,10,9,18,15,16,10,10,10,10,10,10,10,10,1,0,1,0,1,1,1,1,1.1152,1.4032,1.4819,1.59,1.1625,1.5255,1.6741,1.6019,1.4443,1.6781,10,7,3,0.37,0.723,0.84,0.117,86.6,LOW,0,0,0,0,E,13,15,14,5,12000,50,26,0.2025,LOW,4.731
0,27,Early Morning,LOW,0,1,0.1184,2,AI,0.667,0.789,0.836,0.589,0.334,0.395,0.418,0.294,30,40,0.444,1.351,1.033,3,20,1.4597,30.69,9,12,10,14,15,16,11,10,10,10,10,10,10,10,10,10,0,2,1,2,2,1,2,1,1.5238,1.7084,1.1235,1.1043,1.1224,1.0436,1.6846,1.0973,1.301,1.877,10,6,4,0.357,0.65,0.938,0.288,97.1,LOW,0,0,0,0,E,6,2,1,5,12000,50,27,0.1184,LOW,2.881
0,28,Early Morning,LOW,0,1,0.1922,6,AI,1.076,1.173,1.15,0.96,1.338,1.187,0.975,0.68,10,30,0.74,1.072,1.031,3,20,1.6612,18.31,11,13,17,15,16,13,12,12,10,10,10,10,10,10,10,10,1,2,1,2,0,2,1,1,1.6942,1.8681,1.2117,1.2638,1.7743,1.0629,1.6689,1.3431,1.4859,1.819,20,13,7,0.69,1.486,1.819,0.333,90.64,LOW,0,0,0,0,E,8,3,1,6,12000,50,28,0.1922,LOW,4.359
0,29,Early Morning,LOW,0,1,0.192,9,Fixed,1.066,1.106,1.317,0.926,0.533,0.553,0.658,0.463,15,40,0.787,1.131,1.97,3,20,1.5052,19.67,13,11,9,10,13,12,16,13,10,10,10,10,10,10,10,10,0,2,0,0,2,2,1,0,1.2928,1.1014,1.5281,1.8929,0.9354,1.0099,1.307,1.7405,1.351,1.6818,11,9,2,0.367,0.743,0.925,0.182,87.38,LOW,0,0,0,0,N,4,1,7,1,12000,50,29,0.192,LOW,4.415
0,30,Early Morning,LOW,0,1,0.1899,2,AI,1.307,1.118,1.146,1.134,1.054,0.859,0.773,0.667,10,40,0.47,1.03,1.308,3,20,1.7459,27.09,15,10,15,17,9,15,13,16,10,10,10,10,10,10,10,10,0,4,2,0,2,0,1,1,1.6421,1.9495,1.0934,1.9295,1.2662,1.6837,1.6041,1.4103,1.5724,2.1566,20,13,7,0.645,1.572,2.156,0.584,91.4,LOW,0,0,0,0,S,5,2,5,1,12000,50,30,0.1899,LOW,4.705
0,31,Early Morning,LOW,0,1,0.2296,2,Manual,1.277,1.581,1.309,1.266,1.438,1.39,1.054,0.833,30,25,0.403,1.325,1.366,3,20,1.5872,25.61,12,15,12,12,11,12,10,9,10,10,10,10,10,10,10,10,2,1,2,0,0,0,0,1,1.5971,1.7384,1.7817,1.6963,1.76,0.9164,1.0762,0.9068,1.4341,1.9278,19,14,5,0.594,1.363,1.832,0.469,96.95,LOW,0,0,0,0,W,3,4,5,2,12000,50,31,0.2296,LOW,5.433
0,32,Early Morning,LOW,0,1,0.1111,5,Manual,0.698,0.672,0.712,0.781,1.149,0.936,0.756,0.591,30,25,0.69,1.09,1.718,3,20,1.5793,28.84,12,17,16,13,9,16,15,10,10,10,10,10,10,10,10,10,0,1,2,1,1,0,1,2,1.2073,1.3747,1.8653,1.743,1.401,1.1301,1.1719,1.5588,1.4315,2.0118,24,12,12,0.727,1.718,2.414,0.696,96.32,LOW,0,0,0,0,W,9,0,6,1,12000,50,32,0.1111,LOW,2.863
0,33,Early Morning,LOW,0,1,0.1113,7,AI,0.731,0.765,0.592,0.56,0.365,0.383,0.296,0.28,20,35,0.721,1.607,1.547,3,20,1.4203,29.28,10,12,14,13,17,10,14,12,10,10,10,10,10,10,10,10,1,2,0,2,0,0,1,0,1.254,1.3695,1.1125,1.5172,0.9609,1.6203,1.1103,1.386,1.2913,1.8259,21,12,9,0.618,1.356,1.917,0.561,92.03,LOW,0,0,0,0,W,2,5,5,1,12000,50,33,0.1113,LOW,2.648
0,34,Early Morning,LOW,0,1,0.1464,10,AI,0.83,1.053,0.86,0.82,0.815,0.827,0.63,0.51,15,20,0.681,1.958,1.175,3,20,1.5243,23.35,14,10,13,9,12,15,11,14,10,10,10,10,10,10,10,10,2,1,4,1,1,3,0,0,1.3741,1.1289,1.8933,1.5484,1.175,1.2573,1.3025,1.4405,1.39,1.8135,25,16,9,0.714,1.738,2.268,0.53,96.93,LOW,0,0,0,0,S,4,3,9,0,12000,50,34,0.1464,LOW,3.563
0,35,Early Morning,LOW,0,1,0.1733,2,AI,1.093,1.112,1.053,1.132,1.347,1.156,0.926,0.766,10,20,0.795,1.305,1.081,3,20,1.5918,25.5,12,10,14,11,16,14,15,9,10,10,10,10,10,10,10,10,3,1,1,0,0,0,0,0,1.9168,1.5446,1.9192,1.4392,1.1806,1.3555,1.2956,0.9951,1.4558,1.954,17,6,11,0.472,1.238,1.662,0.424,94.15,LOW,0,0,0,0,N,2,2,4,2,12000,50,35,0.1733,LOW,4.39
0,36,Early Morning,LOW,0,1,0.16,4,AI,0.79,1.15,0.79,1.035,0.395,0.575,0.395,0.517,10,30,0.615,1.171,1.075,3,20,1.5547,25.13,15,10,10,14,13,13,10,10,10,10,10,10,10,10,10,10,0,0,3,1,0,1,0,0,1.9174,1.2737,1.1704,1.4267,1.6113,1.4239,1.5129,1.0707,1.4259,1.9046,22,8,14,0.595,1.568,2.094,0.526,93.83,LOW,0,0,0,0,S,4,1,4,12,12000,50,36,0.16,LOW,3.765
0,37,Early Morning,LOW,0,1,0.1452,4,AI,0.79,0.922,0.871,0.79,0.395,0.461,0.435,0.395,25,25,0.644,1.15,1.325,3,20,1.4813,14.65,14,12,11,11,12,15,15,16,10,10,10,10,10,10,10,10,1,1,0,1,1,1,2,0,1.5166,1.1852,1.7137,1.511,1.5122,0.9375,0.9763,1.5447,1.3622,1.596,7,4,3,0.184,0.476,0.558,0.082,93.96,LOW,0,0,0,0,W,4,7,9,3,12000,50,37,0.1452,LOW,3.373
0,38,Early Morning,LOW,0,1,0.2124,3,AI,1.357,1.114,1.108,1.07,1.079,0.857,0.754,0.635,25,35,0.815,1.069,1.424,3,20,1.3405,16.6,9,12,15,14,10,16,13,8,10,10,10,10,10,10,10,10,0,0,0,3,0,1,1,1,1.191,1.0894,1.1497,1.5887,0.9855,1.2384,1.3951,1.2498,1.236,1.4821,24,8,16,0.615,1.483,1.778,0.295,91.74,LOW,0,0,0,0,N,2,0,7,4,12000,50,38,0.2124,LOW,4.649
0,39,Early Morning,LOW,0,1,0.1952,9,AI,1.086,1.349,1.058,1.192,0.543,0.674,0.529,0.596,20,35,0.778,1.461,1.842,3,20,1.4316,28.06,14,14,13,9,12,16,15,8,10,10,10,10,10,10,10,10,0,0,2,2,1,1,1,2,1.1941,1.4654,1.0584,1.272,1.5538,1.7926,0.9893,1.2613,1.3234,1.8396,18,7,11,0.45,1.191,1.656,0.465,95.75,LOW,0,0,0,0,N,6,10,10,1,12000,50,39,0.1952,LOW,4.685
0,40,Early Morning,LOW,0,2,0.1459,6,Fixed,0.889,0.884,0.997,0.994,0.445,0.442,0.498,0.497,10,20,0.406,1.75,1.759,3,20,1.4886,22.84,13,14,15,12,12,9,11,13,10,10,10,10,10,10,10,10,1,0,1,0,0,0,0,0,1.4121,1.8368,1.5091,1.7011,0.9937,1.1029,1.5326,0.9475,1.3795,1.7878,25,13,12,0.61,1.725,2.236,0.511,87.08,LOW,0,0,0,0,E,2,0,14,2,12000,50,40,0.1459,LOW,3.764
0,41,Early Morning,LOW,0,2,0.1992,10,AI,1.313,1.426,1.057,1.351,1.457,1.313,0.928,0.875,10,25,0.62,1.147,1.328,3,20,1.4825,29.17,11,9,10,13,14,16,15,13,10,10,10,10,10,10,10,10,1,1,1,1,1,0,0,0,1.0718,1.7985,1.2958,1.5163,1.1689,1.7466,1.1334,1.2867,1.3772,1.9444,24,18,6,0.571,1.652,2.332,0.68,96.78,LOW,0,0,0,0,W,9,4,3,5,12000,50,41,0.1992,LOW,5.147
0,42,Early Morning,LOW,0,2,0.0968,5,AI,0.634,0.58,0.566,0.634,0.717,0.59,0.483,0.417,15,30,0.429,1.225,1.131,3,20,1.4943,21.14,11,15,11,8,10,8,8,10,10,10,10,10,10,10,10,10,0,2,1,0,0,1,1,0,1.3337,1.7447,1.1278,1.2631,1.5592,1.3935,1.0152,1.6939,1.3914,1.7643,33,18,15,0.767,2.296,2.911,0.615,92.59,LOW,0,0,0,0,N,4,9,4,1,12000,50,42,0.0968,LOW,2.414
0,43,Early Morning,LOW,0,2,0.1924,9,Manual,1.015,1.184,1.138,1.372,0.507,0.592,0.569,0.686,30,20,0.492,1.022,1.72,3,20,1.6157,23.86,11,9,13,12,15,10,11,12,10,10,10,10,10,10,10,10,2,0,1,0,1,0,1,1,1.7583,1.1507,1.3704,1.9303,1.6146,1.3475,1.2058,1.6849,1.5078,1.9804,32,17,15,0.727,2.413,3.169,0.756,87.34,LOW,0,0,0,0,N,7,4,5,3,12000,50,43,0.1924,LOW,4.709
0,44,Early Morning,LOW,0,2,0.1767,4,AI,1.167,1.085,1.082,0.888,1.384,1.143,0.941,0.644,15,25,0.855,1.539,1.498,3,20,1.5123,28.11,9,13,14,11,13,15,9,12,10,10,10,10,10,10,10,10,0,2,1,2,2,2,1,0,1.2158,1.8546,1.6389,1.1869,1.2963,1.4538,0.9751,1.6942,1.4144,1.9675,32,13,19,0.711,2.263,3.148,0.885,92.61,LOW,0,0,0,0,W,6,4,4,1,12000,50,44,0.1767,LOW,4.222
0,45,Early Morning,LOW,0,2,0.2495,9,Manual,1.784,1.591,1.275,1.609,1.692,1.395,1.038,1.004,25,20,0.664,1.719,1.89,3,20,1.6543,25.38,8,13,9,14,14,12,13,10,10,10,10,10,10,10,10,10,2,0,2,0,2,0,0,0,1.4553,1.7239,1.636,1.6088,1.2171,1.6573,1.3242,1.7812,1.5505,2.078,21,6,15,0.457,1.628,2.182,0.554,90.87,LOW,0,0,0,0,N,7,7,6,5,12000,50,45,0.2495,LOW,6.259
0,46,Early Morning,LOW,0,2,0.1925,4,AI,1.383,0.958,0.96,1.082,1.091,0.779,0.68,0.641,20,35,0.656,1.305,1.213,3,20,1.7039,13.45,8,10,12,14,14,13,13,12,10,10,10,10,10,10,10,10,0,2,0,1,2,1,0,0,1.7159,1.8763,1.302,1.8225,1.163,1.7197,1.5786,1.6244,1.6003,1.849,38,22,16,0.809,3.04,3.512,0.472,87.08,LOW,0,0,0,0,W,6,8,11,2,12000,50,46,0.1925,LOW,4.383
0,47,Early Morning,LOW,0,2,0.1021,6,Fixed,0.662,0.623,0.514,0.549,0.331,0.311,0.257,0.275,20,25,0.634,1.301,1.598,3,20,1.6486,21.9,10,10,13,8,14,14,12,12,10,10,10,10,10,10,10,10,1,0,0,1,3,0,2,0,1.8687,1.6523,1.7964,1.8411,1.4146,1.3657,1.2874,1.1853,1.5514,1.9864,33,19,14,0.688,2.56,3.278,0.718,95.5,LOW,0,0,0,0,N,5,7,4,2,12000,50,47,0.1021,LOW,2.348
